source_opentripmap_id,location_name,normalized_name,city,country,category_raw,latitude,longitude,opentripmap_rate,popularity_score,source_wikidata_id,source_osm_id,data_source
W24167333,Torre dei Capocci,torre dei capocci,Rome,Italy,"towers,architecture,interesting_places,other_towers",41.894893646240234,12.497547149658203,7,7,Q15144539,way/24167333,OpenTripMap
R2713700,Convento di Sant'Isidoro,convento di sant'isidoro,Rome,Italy,"religion,churches,monasteries,interesting_places,other_churches",41.906097412109375,12.486642837524414,3,3,Q1099048,relation/2713700,OpenTripMap
Q3670675,San Giuseppe a Capo le Case,san giuseppe a capo le case,Rome,Italy,"religion,churches,interesting_places,other_churches",41.90402603149414,12.48580551147461,3,3,Q3670675,,OpenTripMap
R2707110,Quirinal Palace,quirinal palace,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90065383911133,12.486031532287598,7,7,Q223079,relation/2707110,OpenTripMap
W284851267,Palazzo Rospigliosi-Pallavicini,palazzo rospigliosi-pallavicini,Rome,Italy,"palaces,architecture,historic_architecture,cultural,museums,interesting_places,art_galleries",41.89823532104492,12.487502098083496,3,3,Q1817132,way/284851267,OpenTripMap
Q622909,Aqua Alexandrina,aqua alexandrina,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.90816879272461,12.504490852355957,3,3,Q622909,,OpenTripMap
W348410737,Monastero Agostiniano delle Suore di Santa Lucia in Selci,monastero agostiniano delle suore di santa lucia in selci,Rome,Italy,"religion,churches,monasteries,interesting_places,other_churches",41.89470672607422,12.49659538269043,7,7,Q911564,way/348410737,OpenTripMap
W112795345,Fontana dei Dioscuri,fontana dei dioscuri,Rome,Italy,"historic,urban_environment,natural_springs,natural,springs_others,fountains,monuments_and_memorials,cultural,interesting_places,monuments",41.89911651611328,12.486703872680664,7,7,Q1227084,way/112795345,OpenTripMap
N5566077492,Monti,monti,Rome,Italy,"historical_places,historic,interesting_places,historic_districts",41.896080017089844,12.490287780761719,3,3,Q1419959,node/5566077492,OpenTripMap
Q1842984,Porta Clausa,porta clausa,Rome,Italy,"fortifications,historic,defensive_walls,interesting_places",41.904380798339844,12.507160186767578,3,3,Q1842984,,OpenTripMap
W135609691,Obelisco del Quirinale,obelisco del quirinale,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.89906311035156,12.486642837524414,3,3,Q3348571,way/135609691,OpenTripMap
W801343349,Aurelian Walls,aurelian walls,Rome,Italy,"fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",41.90257263183594,12.507410049438477,7,7,Q625149,way/801343349,OpenTripMap
W44639497,Aurelian Walls,aurelian walls,Rome,Italy,"fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",41.910797119140625,12.493962287902832,7,7,Q625149,way/44639497,OpenTripMap
Q935016,Palazzo della Consulta,palazzo della consulta,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89919662475586,12.486432075500488,7,7,Q935016,,OpenTripMap
Q1058677,Palazzo Koch,palazzo koch,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.897342681884766,12.488075256347656,7,7,Q1058677,,OpenTripMap
R2706708,Sant'Agata dei Goti Church,sant'agata dei goti church,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.896427154541016,12.489306449890137,7,7,Q1270759,relation/2706708,OpenTripMap
N5446426922,Piazza del Quirinale,piazza del quirinale,Rome,Italy,"view_points,other,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.899383544921875,12.486270904541016,3,3,Q3348571,node/5446426922,OpenTripMap
W348410738,Chiesa di Santa Lucia in Selci,chiesa di santa lucia in selci,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.8945198059082,12.496822357177734,7,7,Q911564,way/348410738,OpenTripMap
Q3874143,Esquiline Necropolis,esquiline necropolis,Rome,Italy,"cemeteries,historic,archaeology,burial_places,interesting_places,necropolises,other_archaeological_sites",41.89569854736328,12.50220012664795,3,3,Q3874143,,OpenTripMap
W52721562,Basilica di San Martino ai Monti,basilica di san martino ai monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89456558227539,12.498270988464355,7,7,Q1663278,way/52721562,OpenTripMap
Q78814133,San Salvatore de Cornutis,san salvatore de cornutis,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89802932739258,12.487083435058594,3,3,Q78814133,,OpenTripMap
Q3757712,Galleria d'arte moderna di Roma Capitale,galleria d'arte moderna di roma capitale,Rome,Italy,"museums,cultural,interesting_places,art_galleries",41.905887603759766,12.485869407653809,7,7,Q3757712,,OpenTripMap
W44449059,Santi Gioacchino e Anna ai Monti,santi gioacchino e anna ai monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89455032348633,12.493978500366211,3,3,Q1088101,way/44449059,OpenTripMap
Q3786837,Horti Tauriani,horti tauriani,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89666748046875,12.50422191619873,3,3,Q3786837,,OpenTripMap
Q3843088,Magazzini di Lucio Nevio Clemente,magazzini di lucio nevio clemente,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89692687988281,12.488219261169434,3,3,Q3843088,,OpenTripMap
W77626233,Sant'Eusebio all'Esquilino,sant'eusebio all'esquilino,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89635467529297,12.503796577453613,3,3,Q1785642,way/77626233,OpenTripMap
Q79081875,San Giovanni in Carapullo,san giovanni in carapullo,Rome,Italy,"religion,churches,interesting_places,other_churches",41.894500732421875,12.49394416809082,3,3,Q79081875,,OpenTripMap
W337871342,Chiesa di San Marone,chiesa di san marone,Rome,Italy,"religion,churches,interesting_places,other_churches",41.90787124633789,12.487195014953613,3,3,Q3671015,way/337871342,OpenTripMap
Q56557883,Palazzo della Panetteria,palazzo della panetteria,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89997100830078,12.485583305358887,3,3,Q56557883,,OpenTripMap
Q106350472,Santa Maria della Purificazione in Via Merulana,santa maria della purificazione in via merulana,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89472198486328,12.500222206115723,3,3,Q106350472,,OpenTripMap
R5198268,Convento dei Carmelitani dei Santi Silvestro e Martino ai Monti,convento dei carmelitani dei santi silvestro e martino ai monti,Rome,Italy,"religion,churches,monasteries,interesting_places,catholic_churches",41.894325256347656,12.498055458068848,7,7,Q1663278,relation/5198268,OpenTripMap
W801343350,Aurelian Walls,aurelian walls,Rome,Italy,"fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",41.90172576904297,12.507838249206543,7,7,Q625149,way/801343350,OpenTripMap
W359820971,Basilica di Santa Teresa d'Avila,basilica di santa teresa d'avila,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.9113655090332,12.494977951049805,3,3,Q2615449,way/359820971,OpenTripMap
W157404571,San Bernardino in Panisperna,san bernardino in panisperna,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89600372314453,12.489242553710938,3,3,Q1344657,way/157404571,OpenTripMap
Q26256758,Santa Teresa dello Scalone,santa teresa dello scalone,Rome,Italy,"religion,churches,interesting_places,other_churches",41.9005012512207,12.485194206237793,3,3,Q26256758,,OpenTripMap
N766869078,Harry's Bar,harry's bar,Rome,Italy,"historic,monuments_and_memorials,interesting_places,foods,bars,monuments,tourist_facilities",41.90907669067383,12.488319396972656,3,3,Q5666672,node/766869078,OpenTripMap
Q3670546,San Giovanni della Ficozza,san giovanni della ficozza,Rome,Italy,"religion,churches,interesting_places,other_churches",41.9021110534668,12.484722137451172,3,3,Q3670546,,OpenTripMap
W346990597,Santi Sergio e Bacco in Suburra,santi sergio e bacco in suburra,Rome,Italy,"religion,cathedrals,churches,interesting_places,catholic_churches",41.89507293701172,12.490837097167969,3,3,Q2308633,way/346990597,OpenTripMap
R2054913,Scuderie del Quirinale,scuderie del quirinale,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.89865493774414,12.485958099365234,7,7,Q26840128,relation/2054913,OpenTripMap
Q3668073,Santo Angelo Custode al Tritone,santo angelo custode al tritone,Rome,Italy,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",41.90250015258789,12.484444618225098,3,3,Q3668073,,OpenTripMap
W29702263,Piazza della Madonna dei Monti,piazza della madonna dei monti,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.894893646240234,12.490882873535156,3,3,Q3747443,way/29702263,OpenTripMap
Q3670594,San Giuliano all'Esquilino,san giuliano all'esquilino,Rome,Italy,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",41.89527893066406,12.502833366394043,3,3,Q3670594,,OpenTripMap
Q27961305,"Palazzo Aeronautica, Rome","palazzo aeronautica, rome",Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90223693847656,12.508377075195312,3,3,Q27961305,,OpenTripMap
N6860850383,Porta Praetoria,porta praetoria,Rome,Italy,"fortifications,defensive_walls,historic,interesting_places",41.90837860107422,12.505781173706055,3,3,Q1857684,node/6860850383,OpenTripMap
N3450997579,Porta Pinciana,porta pinciana,Rome,Italy,"fortifications,defensive_walls,historic,interesting_places",41.909454345703125,12.488375663757324,3,3,Q256546,node/3450997579,OpenTripMap
W153335805,Fontana della Madonna dei Monti,fontana della madonna dei monti,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.89487075805664,12.4908447265625,3,3,Q3747443,way/153335805,OpenTripMap
N256753107,Porta Magica,porta magica,Rome,Italy,"architecture,historic_architecture,fortifications,defensive_walls,historic,interesting_places,destroyed_objects",41.89550018310547,12.503739356994629,3,3,Q3304975,node/256753107,OpenTripMap
W157407146,Santa Maria ai Monti,santa maria ai monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89472198486328,12.49058723449707,3,3,Q2095195,way/157407146,OpenTripMap
W204998147,Chiesa di San Silvestro al Quirinale,chiesa di san silvestro al quirinale,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.897300720214844,12.486546516418457,3,3,Q1538594,way/204998147,OpenTripMap
N2925136606,La Fontana di Venere,la fontana di venere,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,restaurants,foods,sculptures,monuments,tourist_facilities",41.900611877441406,12.48443603515625,3,3,Q185382,node/2925136606,OpenTripMap
N356935276,Moses (Michelangelo),moses (michelangelo),Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.893882751464844,12.493402481079102,3,3,Q1989744,node/356935276,OpenTripMap
Q651551,Tomb of Pope Julius II,tomb of pope julius ii,Rome,Italy,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",41.89385986328125,12.493419647216797,3,3,Q651551,,OpenTripMap
R2051633,Chiesa dei Santi Domenico e Sisto,chiesa dei santi domenico e sisto,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.8958854675293,12.488166809082031,7,7,Q1571611,relation/2051633,OpenTripMap
W201882369,Saint Peter in Chains,saint peter in chains,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89385223388672,12.493157386779785,7,7,Q542070,way/201882369,OpenTripMap
W345702226,Ninfeo di Alessandro Severo,ninfeo di alessandro severo,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89522171020508,12.503654479980469,3,3,Q3877101,way/345702226,OpenTripMap
N4370077891,Teatro Salone Margherita,teatro salone margherita,Rome,Italy,"cultural,cinemas,theatres_and_entertainments,interesting_places",41.904273986816406,12.484037399291992,3,3,Q3945740,node/4370077891,OpenTripMap
W202339987,Basilica di Sant' Andrea delle Fratte,basilica di sant' andrea delle fratte,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90363693237305,12.483845710754395,7,7,Q1809794,way/202339987,OpenTripMap
N4450574609,Aqueduct Ruins,aqueduct ruins,Rome,Italy,"bridges,architecture,historic_architecture,interesting_places,destroyed_objects,aqueducts",41.90267562866211,12.483763694763184,3,3,Q600139,node/4450574609,OpenTripMap
W202161466,Santa Croce e San Bonaventura dei Lucchesi,santa croce e san bonaventura dei lucchesi,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89967727661133,12.48446273803711,7,7,Q2222865,way/202161466,OpenTripMap
Q26256762,Santa Maria della Concezione ai Monti,santa maria della concezione ai monti,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89433288574219,12.490721702575684,3,3,Q26256762,,OpenTripMap
Q622948,Aqua Tepula,aqua tepula,Rome,Italy,"architecture,bridges,historic,archaeology,interesting_places,other_archaeological_sites,aqueducts",41.9001350402832,12.50868034362793,3,3,Q622948,,OpenTripMap
N7012887885,Accademia di San Luca,accademia di san luca,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.901615142822266,12.483680725097656,7,7,Q338523,node/7012887885,OpenTripMap
Q3884591,Santissima Vergine Addolorata,santissima vergine addolorata,Rome,Italy,"religion,other_temples,interesting_places",41.89466094970703,12.489704132080078,3,3,Q3884591,,OpenTripMap
W201721148,Santi Vincenzo e Anastasio a Fontana di Trevi,santi vincenzo e anastasio a fontana di trevi,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90067672729492,12.483891487121582,3,3,Q2313394,way/201721148,OpenTripMap
Q3629514,Auditorium of Maecenas,auditorium of maecenas,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89400100708008,12.501399993896484,3,3,Q3629514,,OpenTripMap
Q1999962,Gardens of Maecenas,gardens of maecenas,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89400100708008,12.501399993896484,3,3,Q1999962,,OpenTripMap
Q48623920,Palazzo Carpegna,palazzo carpegna,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.901676177978516,12.483612060546875,3,3,Q48623920,,OpenTripMap
W360603734,Chiesa del Corpus Domini,chiesa del corpus domini,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.91062545776367,12.503868103027344,3,3,Q3668535,way/360603734,OpenTripMap
Q15181138,Angel with the Superscription,angel with the superscription,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.90361022949219,12.483528137207031,3,3,Q15181138,,OpenTripMap
Q4762350,Angel with the Crown of Thorns,angel with the crown of thorns,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.90361022949219,12.483528137207031,3,3,Q4762350,,OpenTripMap
Q1530830,Kircher Collection,kircher collection,Rome,Italy,"museums,cultural,interesting_places,other_museums",41.898948669433594,12.48455810546875,3,3,Q1530830,,OpenTripMap
Q26256769,Santa Maria della Concezione dei Sacconi Turchini,santa maria della concezione dei sacconi turchini,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89430618286133,12.490278244018555,3,3,Q26256769,,OpenTripMap
N6212713285,Palazzetto Zuccari,palazzetto zuccari,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.9055290222168,12.483942031860352,3,3,Q1277188,node/6212713285,OpenTripMap
Q24941453,Istituto centrale per la grafica,istituto centrale per la grafica,Rome,Italy,"museums,cultural,interesting_places,other_museums",41.90153884887695,12.48348617553711,7,7,Q24941453,,OpenTripMap
Q20088658,Palazzo della Stamperia,palazzo della stamperia,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.9019775390625,12.483402252197266,3,3,Q20088658,,OpenTripMap
Q3671570,San Paolo primo eremita,san paolo primo eremita,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89610290527344,12.486939430236816,3,3,Q3671570,,OpenTripMap
W157407150,San Francesco di Paola ai Monti,san francesco di paola ai monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89380645751953,12.49144172668457,3,3,Q1581615,way/157407150,OpenTripMap
W202027320,San Salvatore ai Monti,san salvatore ai monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89438247680664,12.489842414855957,3,3,Q3585380,way/202027320,OpenTripMap
Q60429961,Palazzo della Calcografia Nazionale,palazzo della calcografia nazionale,Rome,Italy,"museums,cultural,interesting_places,other_museums",41.9015007019043,12.483416557312012,3,3,Q60429961,,OpenTripMap
Q3637183,Beat '72,beat '72,Rome,Italy,"theatres_and_entertainments,cultural,interesting_places,other_theatres",41.89353942871094,12.500518798828125,3,3,Q3637183,,OpenTripMap
Q2277048,Palazzo Gabrielli-Mignanelli,palazzo gabrielli-mignanelli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90519714355469,12.483606338500977,3,3,Q2277048,,OpenTripMap
Q1473122,Palazzo di Propaganda Fide,palazzo di propaganda fide,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90416717529297,12.483305931091309,3,3,Q1473122,,OpenTripMap
W201950493,Teatro Brancaccio,teatro brancaccio,Rome,Italy,"cultural,theatres_and_entertainments,interesting_places,music_venues",41.89348220825195,12.500663757324219,3,3,Q3982099,way/201950493,OpenTripMap
Q3981970,Teatro Drammatico Nazionale,teatro drammatico nazionale,Rome,Italy,"architecture,historic_architecture,theatres_and_entertainments,cultural,interesting_places,destroyed_objects,other_theatres",41.89725875854492,12.485389709472656,3,3,Q3981970,,OpenTripMap
Q20926493,Capella dei Re Magi,capella dei re magi,Rome,Italy,"religion,churches,interesting_places,other_churches",41.904109954833984,12.483222007751465,7,7,Q20926493,,OpenTripMap
W151797057,Santa Caterina a Magnanapoli,santa caterina a magnanapoli,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89585876464844,12.486872673034668,7,7,Q727508,way/151797057,OpenTripMap
W23322002,Trevi Fountain,trevi fountain,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.900978088378906,12.483284950256348,3,3,Q185382,way/23322002,OpenTripMap
W130203320,Torre delle Milizie,torre delle milizie,Rome,Italy,"architecture,towers,fortifications,historic,interesting_places,other_towers,fortified_towers",41.895957946777344,12.486672401428223,3,3,Q2547165,way/130203320,OpenTripMap
Q3890694,Palazzo Poli,palazzo poli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90113830566406,12.483181953430176,3,3,Q3890694,,OpenTripMap
Q3672477,Sant'Andrea de Biberatica,sant'andrea de biberatica,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89772033691406,12.484777450561523,3,3,Q3672477,,OpenTripMap
Q3803778,Istituto Nazionale per la Grafica,istituto nazionale per la grafica,Rome,Italy,"museums,cultural,interesting_places,art_galleries",41.901100158691406,12.483099937438965,3,3,Q3803778,,OpenTripMap
Q3673814,Santa Maria dell'Umiltà,santa maria dell'umiltà,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89986038208008,12.483444213867188,3,3,Q3673814,,OpenTripMap
W201947205,Baths of Trajan,baths of trajan,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",41.89279556274414,12.498102188110352,3,3,Q599035,way/201947205,OpenTripMap
W54044477,Trinità dei Monti,trinità dei monti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90629196166992,12.483684539794922,7,7,Q1229008,way/54044477,OpenTripMap
N1649776329,Galleria Colonna,galleria colonna,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.8974494934082,12.484845161437988,3,3,Q1971299,node/1649776329,OpenTripMap
N5655733522,Trevi Fountain,trevi fountain,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,shops,sculptures,bakeries,monuments,tourist_facilities",41.900733947753906,12.48305892944336,3,3,Q185382,node/5655733522,OpenTripMap
N5655847222,Doppio Malto (Fontana di Trevi),doppio malto (fontana di trevi),Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,restaurants,foods,sculptures,monuments,tourist_facilities",41.901283264160156,12.482842445373535,3,3,Q185382,node/5655847222,OpenTripMap
W202121644,Colonna dell'Immacolata,colonna dell'immacolata,Rome,Italy,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",41.90497589111328,12.482965469360352,3,3,Q429103,way/202121644,OpenTripMap
W202351242,Obelisco Sallustiano,obelisco sallustiano,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.90615463256836,12.483206748962402,3,3,Q784104,way/202351242,OpenTripMap
W201950170,Cisterna delle Sette Sale,cisterna delle sette sale,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89266586303711,12.499435424804688,3,3,Q3678238,way/201950170,OpenTripMap
Q3674416,Chiesa Evangelica Valdese in Rione Trevi,chiesa evangelica valdese in rione trevi,Rome,Italy,"religion,churches,interesting_places,other_churches",41.8970832824707,12.484749794006348,3,3,Q3674416,,OpenTripMap
Q1231749,Baths of Titus,baths of titus,Rome,Italy,"historic_architecture,architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",41.892555236816406,12.49405288696289,7,7,Q1231749,,OpenTripMap
N279379894,Santa Maria in Trivio,santa maria in trivio,Rome,Italy,"religion,churches,interesting_places,other_churches",41.90116882324219,12.482600212097168,3,3,Q1423813,node/279379894,OpenTripMap
W201942840,Baths of Trajan,baths of trajan,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",41.892539978027344,12.49382209777832,3,3,Q599035,way/201942840,OpenTripMap
R2054911,Santa Maria del Carmine alle Tre Cannelle,santa maria del carmine alle tre cannelle,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89688491821289,12.484792709350586,3,3,Q3585427,relation/2054911,OpenTripMap
W131235669,Santa Rita da Cascia alle Vergini,santa rita da cascia alle vergini,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89976119995117,12.482928276062012,3,3,Q3585441,way/131235669,OpenTripMap
W207936435,Mercati di Traiano,mercati di traiano,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.8956184387207,12.486105918884277,3,3,Q478642,way/207936435,OpenTripMap
Q19912133,Arch of Sixtus V,arch of sixtus v,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",41.89813995361328,12.509055137634277,3,3,Q19912133,,OpenTripMap
R2054909,Palazzo Colonna,palazzo colonna,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.89784622192383,12.483946800231934,3,3,Q1971299,relation/2054909,OpenTripMap
Q27897938,Palazzo del Grillo (Rome),palazzo del grillo (rome),Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89495849609375,12.486956596374512,7,7,Q27897938,,OpenTripMap
W60616323,Santissimo Sacramento al Tritone,santissimo sacramento al tritone,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.901893615722656,12.482266426086426,3,3,Q3884473,way/60616323,OpenTripMap
W134400816,Spanish Steps,spanish steps,Rome,Italy,"other,unclassified_objects,interesting_places,tourist_object",41.90605163574219,12.48287296295166,3,3,Q848072,way/134400816,OpenTripMap
Q26256801,San Giovanni in Capite,san giovanni in capite,Rome,Italy,"religion,churches,interesting_places,other_churches",41.903526306152344,12.482193946838379,3,3,Q26256801,,OpenTripMap
Q548614,Aqua Anio Vetus,aqua anio vetus,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89821243286133,12.509285926818848,3,3,Q548614,,OpenTripMap
W121266057,Baths of Trajan,baths of trajan,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",41.89216995239258,12.497051239013672,3,3,Q599035,way/121266057,OpenTripMap
N4228668019,Teatro Quirino,teatro quirino,Rome,Italy,"cultural,theatres_and_entertainments,interesting_places,opera_houses",41.89992141723633,12.482580184936523,3,3,Q3982110,node/4228668019,OpenTripMap
R2054912,Basilica dei Santi XII Apostoli,basilica dei santi xii apostoli,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89814758300781,12.483477592468262,7,7,Q1515300,relation/2054912,OpenTripMap
Q3657494,Cappella della Mater Boni Consilii,cappella della mater boni consilii,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89466094970703,12.487099647521973,3,3,Q3657494,,OpenTripMap
Q3074203,Temple of Trajan,temple of trajan,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89555740356445,12.485833168029785,3,3,Q3074203,,OpenTripMap
Q323726,Giorgio De Chirico House,giorgio de chirico house,Rome,Italy,"museums,cultural,interesting_places,art_galleries",41.905540466308594,12.482508659362793,7,7,Q323726,,OpenTripMap
W201972048,Santa Maria del Buon Consiglio,santa maria del buon consiglio,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.893428802490234,12.489474296569824,3,3,Q3673694,way/201972048,OpenTripMap
W202110420,Keats-Shelley Memorial House,keats-shelley memorial house,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.90574264526367,12.482569694519043,7,7,Q1133966,way/202110420,OpenTripMap
N2674255342,Ipogeo di via Livenza,ipogeo di via livenza,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.91347885131836,12.495237350463867,3,3,Q3801615,node/2674255342,OpenTripMap
Q3670494,San Giovanni Battista dei Cavalieri di Rodi,san giovanni battista dei cavalieri di rodi,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89480209350586,12.486802101135254,3,3,Q3670494,,OpenTripMap
R1754380,Forum of Trajan,forum of trajan,Rome,Italy,"architecture,historic_architecture,historic,urban_environment,archaeology,cultural,interesting_places,destroyed_objects,other_archaeological_sites,squares",41.895206451416016,12.486213684082031,7,7,Q211295,relation/1754380,OpenTripMap
Q3669579,San Basilio al Foro di Augusto,san basilio al foro di augusto,Rome,Italy,"religion,churches,interesting_places,other_churches",41.894615173339844,12.487042427062988,3,3,Q3669579,,OpenTripMap
W170658804,Baths of Trajan,baths of trajan,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,amusements,other_buildings_and_structures",41.89196014404297,12.49655818939209,3,3,Q599035,way/170658804,OpenTripMap
Q3657468,Madonna dell'Archetto,madonna dell'archetto,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89889907836914,12.482799530029297,7,7,Q3657468,,OpenTripMap
R1899643,Chiesa dei Santi Quirico e Giulitta,chiesa dei santi quirico e giulitta,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.8940315246582,12.48779010772705,3,3,Q5246424,relation/1899643,OpenTripMap
R2051624,Casa dei Cavalieri di Rodi,casa dei cavalieri di rodi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.8947868347168,12.486541748046875,7,7,Q3661197,relation/2051624,OpenTripMap
Q2665582,Franciscan Missionaries of Mary,franciscan missionaries of mary,Rome,Italy,"religion,other_temples,interesting_places",41.893123626708984,12.503152847290039,3,3,Q2665582,,OpenTripMap
Q61051795,San Sebastianello,san sebastianello,Rome,Italy,"religion,churches,interesting_places,other_churches",41.906890869140625,12.482806205749512,3,3,Q61051795,,OpenTripMap
R10646138,Parco del Colle Oppio,parco del colle oppio,Rome,Italy,"gardens_and_parks,cultural,urban_environment,interesting_places",41.89188766479492,12.495959281921387,3,3,Q1036262,relation/10646138,OpenTripMap
N658759384,Temple of Mars Ultor,temple of mars ultor,Rome,Italy,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.894405364990234,12.4870023727417,3,3,Q679665,node/658759384,OpenTripMap
