source_opentripmap_id,location_name,normalized_name,city,country,category_raw,latitude,longitude,opentripmap_rate,popularity_score,source_wikidata_id,source_osm_id,data_source
W662008076,Fontana della Barcaccia,fontana della barcaccia,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.90583038330078,12.482220649719238,7,7,Q1114231,way/662008076,OpenTripMap
N5398398307,Pizzeria Trattoria Galleria Sciarra,pizzeria trattoria galleria sciarra,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities",41.8995361328125,12.482300758361816,7,7,Q3757697,node/5398398307,OpenTripMap
Q3360903,Palazzo Muti,palazzo muti,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.898529052734375,12.482722282409668,3,3,Q3360903,,OpenTripMap
Q3677190,Cinema dei Piccoli,cinema dei piccoli,Rome,Italy,"cinemas,cultural,theatres_and_entertainments,interesting_places",41.91176223754883,12.4877290725708,3,3,Q3677190,,OpenTripMap
R2714121,Spanish Square,spanish square,Rome,Italy,"squares,interesting_places,cultural,urban_environment",41.90578079223633,12.482102394104004,3,3,Q15124814,relation/2714121,OpenTripMap
W131235402,Santi Claudio e Andrea dei Borgognoni,santi claudio e andrea dei borgognoni,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.902252197265625,12.481549263000488,3,3,Q1165017,way/131235402,OpenTripMap
Q26256694,Santa Maria in Campo Carleo,santa maria in campo carleo,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89500045776367,12.485833168029785,3,3,Q26256694,,OpenTripMap
W60616315,Chiesa di Santa Maria in Via,chiesa di santa maria in via,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90164566040039,12.48159408569336,7,7,Q1785234,way/60616315,OpenTripMap
R1892863,Santissimo Nome di Maria al Foro Traiano,santissimo nome di maria al foro traiano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.8961296081543,12.48450756072998,7,7,Q1856400,relation/1892863,OpenTripMap
N4349818789,Pane e Salami,pane e salami,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites,restaurants,foods,tourist_facilities",41.900726318359375,12.481762886047363,3,3,Q549998,node/4349818789,OpenTripMap
W352627893,Istituto Religioso Suore di San Giuseppe di Cluny,istituto religioso suore di san giuseppe di cluny,Rome,Italy,"religion,churches,monasteries,interesting_places,other_churches",41.89210510253906,12.500374794006348,3,3,Q3585353,way/352627893,OpenTripMap
R1899638,Forum of Augustus,forum of augustus,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89429473876953,12.48680305480957,7,7,Q770797,relation/1899638,OpenTripMap
W345610052,Aqua Felice,aqua felice,Rome,Italy,"bridges,architecture,interesting_places,aqueducts",41.89789581298828,12.509799003601074,3,3,Q14456361,way/345610052,OpenTripMap
R2054907,Wax Museum,wax museum,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.897056579589844,12.483574867248535,7,7,Q3868139,relation/2054907,OpenTripMap
Q605721,Torre dei Conti,torre dei conti,Rome,Italy,"architecture,towers,interesting_places,other_towers",41.893611907958984,12.487916946411133,7,7,Q605721,,OpenTripMap
Q3670933,San Lorenzo ai Monti,san lorenzo ai monti,Rome,Italy,"religion,churches,interesting_places,other_churches",41.894527435302734,12.486305236816406,3,3,Q3670933,,OpenTripMap
W131235435,Oratorio del Crocifisso,oratorio del crocifisso,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89958190917969,12.482013702392578,3,3,Q1165020,way/131235435,OpenTripMap
W140383956,Santa Maria della neve al Colosseo,santa maria della neve al colosseo,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89262771606445,12.49014949798584,7,7,Q3673872,way/140383956,OpenTripMap
Q3674109,Santa Maria in Carinis,santa maria in carinis,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89295196533203,12.489039421081543,3,3,Q3674109,,OpenTripMap
N3585887800,Cappella di Sant'Elena,cappella di sant'elena,Rome,Italy,"religion,churches,interesting_places,other_churches",41.892616271972656,12.502952575683594,3,3,Q2957144,node/3585887800,OpenTripMap
Q3889852,Palazzo Chigi-Odescalchi,palazzo chigi-odescalchi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.898223876953125,12.482527732849121,7,7,Q3889852,,OpenTripMap
W352627894,Chiesa di San Giuseppe di Cluny,chiesa di san giuseppe di cluny,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89194107055664,12.50057601928711,3,3,Q3585353,way/352627894,OpenTripMap
Q42195908,Saint Susanna,saint susanna,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89611053466797,12.484167098999023,3,3,Q42195908,,OpenTripMap
W201751102,Chiesa dei Santi Giorgio e Martiri inglesi,chiesa dei santi giorgio e martiri inglesi,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90696716308594,12.482254981994629,3,3,Q3668193,way/201751102,OpenTripMap
N4798279227,Domus Romane di Palazzo Valentini,domus romane di palazzo valentini,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89609909057617,12.484100341796875,7,7,Q751105,node/4798279227,OpenTripMap
R1391821,MACRO - Museo d'Arte Contemporanea,macro - museo d'arte contemporanea,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.9130744934082,12.5029878616333,7,7,Q2669644,relation/1391821,OpenTripMap
R2051623,Basilica Ulpia,basilica ulpia,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.895572662353516,12.484565734863281,3,3,Q1266234,relation/2051623,OpenTripMap
Q3672881,Sant'Urbano a Campo Carleo (Rome),sant'urbano a campo carleo (rome),Rome,Italy,"religion,churches,interesting_places,other_churches",41.89460372924805,12.485737800598145,3,3,Q3672881,,OpenTripMap
R3376015,Trajan's Column,trajan's column,Rome,Italy,"historic,urban_environment,archaeology,other_archaeological_sites,monuments_and_memorials,burial_places,cultural,interesting_places,other_burial_places,sculptures,monuments",41.89582061767578,12.484268188476562,3,3,Q192784,relation/3376015,OpenTripMap
Q1857818,equestrian statue of Trajan,equestrian statue of trajan,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89506149291992,12.485130310058594,3,3,Q1857818,,OpenTripMap
Q21328958,Domus Aurea,domus aurea,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.891387939453125,12.495277404785156,3,3,Q21328958,,OpenTripMap
W201933488,Domus Aurea,domus aurea,Rome,Italy,"settlements,palaces,architecture,historic_architecture,historic,archaeology,interesting_places,roman_villas",41.89140701293945,12.494673728942871,3,3,Q622438,way/201933488,OpenTripMap
Q3669123,Resurrezione di Nostro Signore Gesù Cristo,resurrezione di nostro signore gesù cristo,Rome,Italy,"religion,churches,interesting_places,other_churches",41.907352447509766,12.48225212097168,3,3,Q3669123,,OpenTripMap
Q3890902,Palazzo Silvestri-Rivaldi,palazzo silvestri-rivaldi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.892555236816406,12.489444732666016,3,3,Q3890902,,OpenTripMap
W52458908,San Marcello al Corso,san marcello al corso,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.898685455322266,12.48196792602539,7,7,Q972881,way/52458908,OpenTripMap
W141405216,Teatro Ambra Jovinelli,teatro ambra jovinelli,Rome,Italy,"cultural,theatres_and_entertainments,interesting_places,other_theatres",41.89549255371094,12.508353233337402,3,3,Q3981904,way/141405216,OpenTripMap
W201287519,Monumento a Goethe,monumento a goethe,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.91154479980469,12.486334800720215,3,3,Q1534099,way/201287519,OpenTripMap
N4891858022,Villa Medici,villa medici,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.90827178955078,12.482720375061035,3,3,Q337494,node/4891858022,OpenTripMap
Q945850,Apollo and Daphne,apollo and daphne,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91388702392578,12.491944313049316,3,3,Q945850,,OpenTripMap
W96644465,MACRO - Museo d'Arte Contemporanea Roma,macro - museo d'arte contemporanea roma,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.913238525390625,12.503127098083496,7,7,Q2669644,way/96644465,OpenTripMap
Q216568,Imperial fora,imperial fora,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89444351196289,12.485555648803711,3,3,Q216568,,OpenTripMap
N8554558030,Caligula's Nymphaeum (Horti Lamiani),caligula's nymphaeum (horti lamiani),Rome,Italy,"historic,archaeology,interesting_places,roman_villas",41.89353942871094,12.505824089050293,3,3,Q1777094,node/8554558030,OpenTripMap
Q31889557,Santa Maria inter Duo,santa maria inter duo,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89175033569336,12.491499900817871,3,3,Q31889557,,OpenTripMap
N566650172,Porta San Lorenzo,porta san lorenzo,Rome,Italy,"fortifications,defensive_walls,historic,interesting_places",41.89748001098633,12.510310173034668,3,3,Q186990,node/566650172,OpenTripMap
Q3674130,Santa Maria in Macello Martyrum,santa maria in macello martyrum,Rome,Italy,"religion,churches,interesting_places,other_churches",41.893558502197266,12.486872673034668,7,7,Q3674130,,OpenTripMap
W140031975,Santa Maria di Loreto,santa maria di loreto,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.895973205566406,12.483708381652832,3,3,Q461997,way/140031975,OpenTripMap
W201944797,Baths of Trajan,baths of trajan,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,baths_and_saunas,destroyed_objects,saunas,other_archaeological_sites,amusements",41.891151428222656,12.4971923828125,3,3,Q599035,way/201944797,OpenTripMap
Q7848306,Truth,truth,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q7848306,,OpenTripMap
Q3725175,"Aeneas, Anchises and Ascanius","aeneas, anchises and ascanius",Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q3725175,,OpenTripMap
Q2352789,The Rape of Proserpina,the rape of proserpina,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q2352789,,OpenTripMap
Q2755218,The Goat Amalthea with the Infant Jupiter and a Faun,the goat amalthea with the infant jupiter and a faun,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q2755218,,OpenTripMap
Q766487,David,david,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q766487,,OpenTripMap
Q16534303,Bust of Cardinal Scipione Borghese (first version),bust of cardinal scipione borghese (first version),Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.91400146484375,12.491999626159668,3,3,Q16534303,,OpenTripMap
W23442671,Villa Medici,villa medici,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90830612182617,12.482466697692871,3,3,Q1362663,way/23442671,OpenTripMap
Q7126977,Palazzo Bolognetti-Torlonia,palazzo bolognetti-torlonia,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.8964729309082,12.483111381530762,3,3,Q7126977,,OpenTripMap
N4769984122,Giulio Cesare,giulio cesare,Rome,Italy,"historic,monuments_and_memorials,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,sculptures,squares,monuments",41.8943977355957,12.485363960266113,7,7,Q856968,node/4769984122,OpenTripMap
Q56514136,San Matteo in Merulana,san matteo in merulana,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89191818237305,12.502355575561523,3,3,Q56514136,,OpenTripMap
Q3663175,Catacomb of San Nicomede,catacomb of san nicomede,Rome,Italy,"cemeteries,historic,archaeology,burial_places,interesting_places,other_archaeological_sites",41.910888671875,12.507861137390137,3,3,Q3663175,,OpenTripMap
N6555640166,Ingresso Domus Aurea,ingresso domus aurea,Rome,Italy,"settlements,palaces,architecture,historic_architecture,historic,archaeology,interesting_places,roman_villas",41.89107131958008,12.49533462524414,3,3,Q622438,node/6555640166,OpenTripMap
Q56650659,Palazzo Sciarra Colonna di Carbognano (Rome),palazzo sciarra colonna di carbognano (rome),Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89961242675781,12.481194496154785,3,3,Q56650659,,OpenTripMap
N1440405490,Galleria Borghese,galleria borghese,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.914119720458984,12.492060661315918,7,7,Q841506,node/1440405490,OpenTripMap
Q17051524,Palazzo Núñez-Torlonia,palazzo núñez-torlonia,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.904762268066406,12.480801582336426,3,3,Q17051524,,OpenTripMap
Q26256808,Santa Maria ad Busta Gallica,santa maria ad busta gallica,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89186096191406,12.490528106689453,3,3,Q26256808,,OpenTripMap
W102290915,Via dei Fori Imperiali,via dei fori imperiali,Rome,Italy,"cultural,museums,urban_environment,interesting_places,other_museums,squares",41.8934440612793,12.486786842346191,3,3,Q3944600,way/102290915,OpenTripMap
Q56636318,Palazzo della Banca Commerciale Italiana (Roma),palazzo della banca commerciale italiana (roma),Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.900360107421875,12.480889320373535,3,3,Q56636318,,OpenTripMap
Q1222097,Villa Borghese Pinciana,villa borghese pinciana,Rome,Italy,"palaces,architecture,historic_architecture,museums,cultural,interesting_places,other_museums",41.91419219970703,12.492194175720215,3,3,Q1222097,,OpenTripMap
W52458682,Piazza di San Marcello,piazza di san marcello,Rome,Italy,"religion,churches,urban_environment,cultural,interesting_places,squares,other_churches",41.898616790771484,12.481532096862793,7,7,Q972881,way/52458682,OpenTripMap
Q56706499,Palazzo Marignoli,palazzo marignoli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.9023323059082,12.480500221252441,3,3,Q56706499,,OpenTripMap
R449593,Chiesa di San Silvestro in Capite,chiesa di san silvestro in capite,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.903175354003906,12.480493545532227,7,7,Q1625428,relation/449593,OpenTripMap
R325554,Galleria Alberto Sordi,galleria alberto sordi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90108108520508,12.480631828308105,3,3,Q1608940,relation/325554,OpenTripMap
N5978649686,Colosseum,colosseum,Rome,Italy,"view_points,other,sport,mineshafts,architecture,historic,archaeology,other_archaeological_sites,industrial_facilities,historic_architecture,cultural,theatres_and_entertainments,interesting_places,music_venues,amphitheatres,stadiums",41.89101028442383,12.494349479675293,7,7,Q10285,node/5978649686,OpenTripMap
Q1098370,Arch of Claudius,arch of claudius,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments,triumphal_archs",41.899314880371094,12.481097221374512,3,3,Q1098370,,OpenTripMap
Q16528148,Arch of Marcus Aurelius (Rome),arch of marcus aurelius (rome),Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.9015007019043,12.48047161102295,3,3,Q16528148,,OpenTripMap
Q66071197,Santa Maria de Ferrariis,santa maria de ferrariis,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89127731323242,12.49222183227539,3,3,Q66071197,,OpenTripMap
R415304,Palazzo Magistrale,palazzo magistrale,Rome,Italy,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",41.905418395996094,12.480746269226074,3,3,Q2329591,relation/415304,OpenTripMap
Q7592666,St Bibiana,st bibiana,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89555358886719,12.509188652038574,3,3,Q7592666,,OpenTripMap
Q2859847,Arcus Novus,arcus novus,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,monuments,triumphal_archs",41.898170471191406,12.481559753417969,3,3,Q2859847,,OpenTripMap
N7239169954,Giulio Cesare,giulio cesare,Rome,Italy,"historic,monuments_and_memorials,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,sculptures,squares,monuments",41.894134521484375,12.485260963439941,7,7,Q856968,node/7239169954,OpenTripMap
Q3360896,Palazzo Mancini,palazzo mancini,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.897499084472656,12.48194408416748,3,3,Q3360896,,OpenTripMap
W141407415,Chiesa di Santa Bibiana,chiesa di santa bibiana,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.895545959472656,12.509241104125977,3,3,Q1815475,way/141407415,OpenTripMap
N2674284221,Auditorium of Hadrian,auditorium of hadrian,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89583969116211,12.48324203491211,3,3,Q755454,node/2674284221,OpenTripMap
N5242871521,Pjazza di Spagna,pjazza di spagna,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places,restaurants,foods,tourist_facilities",41.90586471557617,12.480785369873047,3,3,Q9054484,node/5242871521,OpenTripMap
W108643531,Chiesa della Divina Sapienza,chiesa della divina sapienza,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90353012084961,12.512531280517578,3,3,Q3668898,way/108643531,OpenTripMap
N281348354,Fontana del Facchino,fontana del facchino,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.8983039855957,12.481382369995117,3,3,Q3968656,node/281348354,OpenTripMap
Q3889693,Palazzo Bonaparte,palazzo bonaparte,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.897499084472656,12.481800079345703,3,3,Q3889693,,OpenTripMap
N706793341,Palazzo Doria Pamphilj,palazzo doria pamphilj,Rome,Italy,"cultural,museums,interesting_places,art_galleries",41.897823333740234,12.481560707092285,7,7,Q385387,node/706793341,OpenTripMap
W44639492,Aurelian Walls,aurelian walls,Rome,Italy,"fortifications,defensive_walls,historic,archaeology,interesting_places,other_archaeological_sites",41.89704513549805,12.510725021362305,7,7,Q625149,way/44639492,OpenTripMap
Q3889980,Palazzo de Carolis,palazzo de carolis,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.8985710144043,12.48112964630127,3,3,Q3889980,,OpenTripMap
W201735344,Fontana di piazza colonna,fontana di piazza colonna,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.90091323852539,12.480278015136719,3,3,Q3747429,way/201735344,OpenTripMap
Q476787,Aqua Julia,aqua julia,Rome,Italy,"architecture,bridges,historic,archaeology,interesting_places,other_archaeological_sites,aqueducts",41.8969612121582,12.510719299316406,3,3,Q476787,,OpenTripMap
Q31856922,Santa Maria Maddalena delle Convertite,santa maria maddalena delle convertite,Rome,Italy,"religion,churches,interesting_places,other_churches",41.90236282348633,12.480083465576172,3,3,Q31856922,,OpenTripMap
W130807533,Santa Maria in Via Lata,santa maria in via lata,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.898101806640625,12.481307029724121,7,7,Q846559,way/130807533,OpenTripMap
W204040113,Mausoleo di Lucilio Peto,mausoleo di lucilio peto,Rome,Italy,"historic,monuments_and_memorials,burial_places,archaeology,interesting_places,other_archaeological_sites,mausoleums,monuments",41.91498565673828,12.49658489227295,3,3,Q27808180,way/204040113,OpenTripMap
Q3891056,Palazzo Verospi Vitelleschi,palazzo verospi vitelleschi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.897220611572266,12.481833457946777,3,3,Q3891056,,OpenTripMap
R1826132,Tempio della Pace,tempio della pace,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.892303466796875,12.488056182861328,3,3,Q1456939,relation/1826132,OpenTripMap
W130807646,Oratorio di San Francesco Saverio,oratorio di san francesco saverio,Rome,Italy,"religion,churches,interesting_places,other_churches",41.899112701416016,12.48076343536377,7,7,Q1523718,way/130807646,OpenTripMap
Q1630231,Horti Aciliorum,horti aciliorum,Rome,Italy,"historic,gardens_and_parks,cultural,urban_environment,archaeology,interesting_places,other_archaeological_sites",41.912498474121094,12.48639965057373,3,3,Q1630231,,OpenTripMap
W134605422,Temple of Venus Genetrix,temple of venus genetrix,Rome,Italy,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89406967163086,12.484772682189941,3,3,Q2459870,way/134605422,OpenTripMap
R1809171,Temple of Venus Genetrix,temple of venus genetrix,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89406967163086,12.484772682189941,3,3,Q2459870,relation/1809171,OpenTripMap
R1899639,Forum of Nerva,forum of nerva,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89311599731445,12.486194610595703,3,3,Q686911,relation/1899639,OpenTripMap
Q22691868,Palazzo Ferrajoli,palazzo ferrajoli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90067672729492,12.48009967803955,3,3,Q22691868,,OpenTripMap
R1841167,Tempio della Pace,tempio della pace,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.8928108215332,12.486662864685059,3,3,Q1456939,relation/1841167,OpenTripMap
Q3585435,Santa Maria della Pietà al Colosseo,santa maria della pietà al colosseo,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89080047607422,12.492500305175781,3,3,Q3585435,,OpenTripMap
N1387899682,Sacrario delle Bandiere delle Forze Armate,sacrario delle bandiere delle forze armate,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.894920349121094,12.483586311340332,3,3,Q3944600,node/1387899682,OpenTripMap
W201735339,Column of Marcus Aurelius,column of marcus aurelius,Rome,Italy,"historic,monuments_and_memorials,burial_places,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,other_burial_places,sculptures,monuments",41.900848388671875,12.479987144470215,3,3,Q265384,way/201735339,OpenTripMap
R1841081,Forum of Caesar,forum of caesar,Rome,Italy,"historic,urban_environment,archaeology,cultural,interesting_places,other_archaeological_sites,squares",41.8937873840332,12.484992027282715,7,7,Q856968,relation/1841081,OpenTripMap
Q3672481,chiesa di Sant'Andrea della Colonna,chiesa di sant'andrea della colonna,Rome,Italy,"religion,churches,interesting_places,other_churches",41.900943756103516,12.479944229125977,3,3,Q3672481,,OpenTripMap
W124808519,Sepolcro di Gaio Poplicio Bibulo,sepolcro di gaio poplicio bibulo,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.895233154296875,12.48320198059082,3,3,Q3955650,way/124808519,OpenTripMap
Q31889764,Madonna della Carità del Letterato,madonna della carità del letterato,Rome,Italy,"religion,churches,interesting_places,other_churches",41.902889251708984,12.479722023010254,3,3,Q31889764,,OpenTripMap
Q2047548,Palazzo Chigi,palazzo chigi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90119934082031,12.479835510253906,7,7,Q2047548,,OpenTripMap
Q3661788,Villa Borghese,villa borghese,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.912841796875,12.486536026000977,3,3,Q3661788,,OpenTripMap
Q2157592,Roman College,roman college,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89872360229492,12.480610847473145,7,7,Q2157592,,OpenTripMap
N5296423361,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.894744873046875,12.483662605285645,7,7,Q506234,node/5296423361,OpenTripMap
Q3884476,Oratorio del Santissimo Sacramento di San Lorenzo in Lucina,oratorio del santissimo sacramento di san lorenzo in lucina,Rome,Italy,"religion,other_temples,interesting_places",41.90460968017578,12.47986125946045,3,3,Q3884476,,OpenTripMap
Q7698744,Temple of Marcus Aurelius,temple of marcus aurelius,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.90083312988281,12.47986125946045,3,3,Q7698744,,OpenTripMap
Q1980093,Basilica Argentaria,basilica argentaria,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89409255981445,12.484411239624023,3,3,Q1980093,,OpenTripMap
R1841078,Basilica of Maxentius,basilica of maxentius,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.891815185546875,12.48841667175293,7,7,Q371921,relation/1841078,OpenTripMap
W130920774,Santi Bartolomeo e Alessandro a Piazza Colonna,santi bartolomeo e alessandro a piazza colonna,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90042495727539,12.4799222946167,3,3,Q1106186,way/130920774,OpenTripMap
Q2003340,Forum Piscarium,forum piscarium,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites,shops,marketplaces,tourist_facilities",41.8927001953125,12.486499786376953,3,3,Q2003340,,OpenTripMap
Q3621783,Arco di Portogallo,arco di portogallo,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.903099060058594,12.479599952697754,3,3,Q3621783,,OpenTripMap
N6697475311,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.895172119140625,12.48304271697998,7,7,Q506234,node/6697475311,OpenTripMap
Q1289781,Colossus of Constantine,colossus of constantine,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89179992675781,12.488300323486328,3,3,Q1289781,,OpenTripMap
Q56686044,Collegio dei Bergamaschi,collegio dei bergamaschi,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.900169372558594,12.479912757873535,3,3,Q56686044,,OpenTripMap
N4398812618,Chiesa di Santa Maria Immacolata a Villa Borghese,chiesa di santa maria immacolata a villa borghese,Rome,Italy,"religion,churches,interesting_places,other_churches",41.912925720214844,12.48643684387207,3,3,Q3673407,node/4398812618,OpenTripMap
N5296423360,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.89470291137695,12.48349666595459,7,7,Q506234,node/5296423360,OpenTripMap
W709011412,pedestal of colossus of Nero,pedestal of colossus of nero,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,destroyed_objects,sculptures,monuments",41.890872955322266,12.490992546081543,3,3,Q1570519,way/709011412,OpenTripMap
Q1615030,Porta Fontinalis,porta fontinalis,Rome,Italy,"fortifications,historic,defensive_walls,archaeology,interesting_places,other_archaeological_sites",41.89400100708008,12.484299659729004,3,3,Q1615030,,OpenTripMap
R1826131,Santi Cosma e Damiano,santi cosma e damiano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.892086029052734,12.487480163574219,7,7,Q675513,relation/1826131,OpenTripMap
Q60970091,Santo Stefano del Trullo,santo stefano del trullo,Rome,Italy,"religion,churches,interesting_places,other_churches",41.90011215209961,12.479832649230957,3,3,Q60970091,,OpenTripMap
Q352799,Temple of Janus,temple of janus,Rome,Italy,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.892982482910156,12.485721588134766,3,3,Q352799,,OpenTripMap
Q88875751,Palazzo delle Casse di Risparmio Postali,palazzo delle casse di risparmio postali,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.8916015625,12.504300117492676,3,3,Q88875751,,OpenTripMap
Q2901253,Biblioteca di archeologia e storia dell'arte,biblioteca di archeologia e storia dell'arte,Rome,Italy,"other,unclassified_objects,interesting_places,historic_object",41.89625549316406,12.48182487487793,7,7,Q2901253,,OpenTripMap
Q60823154,San Paolo alla Colonna,san paolo alla colonna,Rome,Italy,"religion,churches,interesting_places,other_churches",41.900638580322266,12.479582786560059,3,3,Q60823154,,OpenTripMap
